Date,P/L,Amt,color,Returns in %,Calculated Consec. Returns in %,Calculated Consec. Returns in Decimal
2015-02-03,22620.51,422620.51,green,0.056551275,5.66%,0.056551275
2015-02-04,38760.57,461381.08,green,0.096901425,15.35%,0.1534527
2015-02-05,1922.632,463303.712,green,0.00480658,15.83%,0.15825928
2015-02-06,15473.67,478777.382,green,0.038684175,19.69%,0.196943455
2015-02-09,-2300.0,476477.382,red,-0.00575,19.12%,0.19119345499999998
2015-02-10,14436.14,490913.522,green,0.03609035,22.73%,0.227283805
2015-02-11,9344.345,500257.867,green,0.0233608625,25.06%,0.2506446675
2015-02-12,-6900.0,493357.867,red,-0.01725,23.34%,0.23339466749999999
2015-02-13,-9200.0,484157.867,red,-0.023,21.04%,0.2103946675
2015-02-16,2659.384,486817.251,green,0.00664846,21.70%,0.2170431275
2015-02-18,-6066.45,480750.801,red,-0.015166125,20.19%,0.20187700249999999
2015-02-19,-4016.32,476734.481,red,-0.0100408,19.18%,0.1918362025
2015-02-20,5100.296,481834.777,green,0.01275074,20.46%,0.2045869425
2015-02-23,21403.14,503237.917,green,0.05350785,25.81%,0.2580947925
2015-02-25,8354.395,511592.312,green,0.0208859875,27.90%,0.27898078
2015-02-27,-9200.0,502392.312,red,-0.023,25.60%,0.25598078
2015-03-02,-6585.61,495806.702,red,-0.016464025,-1.65%,-0.016464025
2015-03-03,-602.053,495204.649,red,-0.0015051325,-1.80%,-0.0179691575
2015-03-04,-9200.0,486004.649,red,-0.023,-4.10%,-0.0409691575
2015-03-05,-4600.0,481404.649,red,-0.0115,-5.25%,-0.0524691575
2015-03-09,-2300.0,479104.649,red,-0.00575,-5.82%,-0.0582191575
2015-03-10,17906.56,497011.209,green,0.0447664,-1.35%,-0.013452757500000002
2015-03-11,-1343.53,495667.679,red,-0.003358825,-1.68%,-0.0168115825
2015-03-12,-7636.75,488030.929,red,-0.019091875,-3.59%,-0.0359034575
2015-03-13,50224.68,538255.609,green,0.1255617,8.97%,0.0896582425
2015-03-16,-9200.0,529055.609,red,-0.023,6.67%,0.06665824249999999
2015-03-17,-6900.0,522155.609,red,-0.01725,4.94%,0.0494082425
2015-03-18,5396.644,527552.253,green,0.01349161,6.29%,0.06289985249999999
2015-03-19,18564.83,546117.083,green,0.046412075,10.93%,0.10931192749999999
2015-03-20,16725.28,562842.363,green,0.0418132,15.11%,0.1511251275
2015-03-23,-4600.0,558242.363,red,-0.0115,13.96%,0.1396251275
2015-03-24,1034.752,559277.115,green,0.00258688,14.22%,0.1422120075
2015-03-25,9696.532,568973.647,green,0.02424133,16.65%,0.1664533375
2015-03-27,18122.38,587096.027,green,0.04530595,21.18%,0.2117592875
2015-03-30,-6900.0,580196.027,red,-0.01725,19.45%,0.1945092875
2015-03-31,35127.81,615323.837,green,0.087819525,28.23%,0.28232881249999997
2015-04-01,-2300.0,613023.837,red,-0.00575,-0.57%,-0.00575
2015-04-06,8781.254,621805.091,green,0.021953135,1.62%,0.016203135
2015-04-07,8319.529,630124.62,green,0.0207988225,3.70%,0.0370019575
2015-04-08,-654.362,629470.258,red,-0.001635905,3.54%,0.0353660525
2015-04-09,-6900.0,622570.258,red,-0.01725,1.81%,0.0181160525
2015-04-10,9252.302,631822.56,green,0.023130755,4.12%,0.041246807499999996
2015-04-13,17448.9,649271.46,green,0.04362225,8.49%,0.0848690575
2015-04-15,13173.76,662445.22,green,0.0329344,11.78%,0.1178034575
2015-04-16,12142.32,674587.54,green,0.0303558,14.82%,0.1481592575
2015-04-17,-2300.0,672287.54,red,-0.00575,14.24%,0.1424092575
2015-04-20,-4600.0,667687.54,red,-0.0115,13.09%,0.1309092575
2015-04-21,12154.74,679842.28,green,0.03038685,16.13%,0.1612961075
2015-04-22,-6900.0,672942.28,red,-0.01725,14.40%,0.1440461075
2015-04-23,25766.9,698709.18,green,0.06441725,20.85%,0.2084633575
2015-04-24,10434.61,709143.79,green,0.026086525,23.45%,0.2345498825
2015-04-27,-2300.0,706843.79,red,-0.00575,22.88%,0.2287998825
2015-04-29,-1773.18,705070.61,red,-0.00443295,22.44%,0.2243669325
2015-04-30,-4600.0,700470.61,red,-0.0115,21.29%,0.2128669325
2015-05-04,3685.379,704155.989,green,0.0092134475,0.92%,0.0092134475
2015-05-05,3610.27,707766.259,green,0.009025675,1.82%,0.0182391225
2015-05-06,3897.787,711664.046,green,0.0097444675,2.80%,0.02798359
2015-05-07,-4600.0,707064.046,red,-0.0115,1.65%,0.01648359
2015-05-08,-4600.0,702464.046,red,-0.0115,0.50%,0.0049835899999999995
2015-05-11,3146.067,705610.113,green,0.0078651675,1.28%,0.0128487575
2015-05-12,3900.818,709510.931,green,0.009752045,2.26%,0.022600802500000003
2015-05-13,-6900.0,702610.931,red,-0.01725,0.54%,0.0053508025000000015
2015-05-14,-2300.0,700310.931,red,-0.00575,-0.04%,-0.00039919749999999844
2015-05-15,-9200.0,691110.931,red,-0.023,-2.34%,-0.023399197499999996
2015-05-18,-4600.0,686510.931,red,-0.0115,-3.49%,-0.03489919749999999
2015-05-19,-4600.0,681910.931,red,-0.0115,-4.64%,-0.046399197499999996
2015-05-20,18210.52,700121.451,green,0.0455263,-0.09%,-0.0008728974999999972
2015-05-21,1321.708,701443.159,green,0.00330427,0.24%,0.002431372500000003
2015-05-22,-6900.0,694543.159,red,-0.01725,-1.48%,-0.014818627499999999
2015-05-25,5945.496,700488.655,green,0.01486374,0.00%,4.51125000000014e-05
2015-05-26,-2300.0,698188.655,red,-0.00575,-0.57%,-0.0057048874999999985
2015-05-28,2268.704,700457.359,green,0.00567176,-0.00%,-3.312749999999885e-05
2015-05-29,-6900.0,693557.359,red,-0.01725,-1.73%,-0.017283127500000002
2015-06-01,3093.404,696650.763,green,0.00773351,0.77%,0.00773351
2015-06-02,-2300.0,694350.763,red,-0.00575,0.20%,0.00198351
2015-06-03,15312.25,709663.013,green,0.038280625,4.03%,0.040264135
2015-06-04,-4110.72,705552.293,red,-0.0102768,3.00%,0.029987334999999997
2015-06-05,6181.497,711733.79,green,0.0154537425,4.54%,0.045441077499999996
2015-06-09,-2300.0,709433.79,red,-0.00575,3.97%,0.0396910775
2015-06-10,4454.076,713887.866,green,0.01113519,5.08%,0.050826267499999994
2015-06-11,69170.47,783058.336,green,0.172926175,22.38%,0.22375244249999998
2015-06-15,-2642.14,780416.196,red,-0.00660535,21.71%,0.21714709249999997
2015-06-16,-4639.22,775776.976,red,-0.01159805,20.55%,0.20554904249999997
2015-06-17,-811.875,774965.101,red,-0.0020296875,20.35%,0.20351935499999999
2015-06-18,-6900.0,768065.101,red,-0.01725,18.63%,0.18626935499999997
2015-06-19,1067.948,769133.049,green,0.00266987,18.89%,0.188939225
2015-06-22,-4981.35,764151.699,red,-0.012453375,17.65%,0.17648584999999997
2015-06-23,-5041.71,759109.989,red,-0.012604275,16.39%,0.16388157499999997
2015-06-24,28359.63,787469.619,green,0.070899075,23.48%,0.23478064999999998
2015-06-25,-4600.0,782869.619,red,-0.0115,22.33%,0.22328064999999997
2015-06-26,7160.672,790030.291,green,0.01790168,24.12%,0.24118232999999997
2015-06-30,2647.346,792677.637,green,0.006618365,24.78%,0.247800695
2015-07-01,7623.324,800300.961,green,0.01905831,1.91%,0.01905831
2015-07-02,929.0926,801230.0536,green,0.0023227315,2.14%,0.0213810415
2015-07-03,7504.612,808734.6656,green,0.01876153,4.01%,0.0401425715
2015-07-07,-4600.0,804134.6656,red,-0.0115,2.86%,0.0286425715
2015-07-08,-453.92,803680.7456,red,-0.0011348,2.75%,0.0275077715
2015-07-09,-6900.0,796780.7456,red,-0.01725,1.03%,0.010257771499999999
2015-07-10,-4600.0,792180.7456,red,-0.0115,-0.12%,-0.0012422285000000012
2015-07-13,-6900.0,785280.7456,red,-0.01725,-1.85%,-0.018492228500000003
2015-07-14,-30.4068,785250.3388,red,-7.6017e-05,-1.86%,-0.018568245500000004
2015-07-15,-4600.0,780650.3388,red,-0.0115,-3.01%,-0.0300682455
2015-07-16,10285.23,790935.5688,green,0.025713075,-0.44%,-0.004355170500000005
2015-07-17,-2300.0,788635.5688,red,-0.00575,-1.01%,-0.010105170500000005
2015-07-20,-1884.37,786751.1988,red,-0.004710925,-1.48%,-0.014816095500000005
2015-07-21,-2300.0,784451.1988,red,-0.00575,-2.06%,-0.020566095500000006
2015-07-22,-4600.0,779851.1988,red,-0.0115,-3.21%,-0.0320660955
2015-07-23,-2317.52,777533.6788,red,-0.0057938,-3.79%,-0.037859895500000004
2015-07-24,18578.95,796112.6288,green,0.046447375,0.86%,0.008587479499999995
2015-07-27,-4600.0,791512.6288,red,-0.0115,-0.29%,-0.002912520500000005
2015-07-28,18995.22,810507.8488,green,0.04748805,4.46%,0.04457552949999999
2015-07-29,-9200.0,801307.8488,red,-0.023,2.16%,0.021575529499999996
2015-07-30,-2314.79,798993.0588,red,-0.005786975,1.58%,0.015788554499999996
2015-07-31,-3108.49,795884.5688,red,-0.007771225,0.80%,0.008017329499999996
2015-08-03,11673.93,807558.4988,green,0.029184825,2.92%,0.029184825
2015-08-04,19387.62,826946.1188,green,0.04846905,7.77%,0.077653875
2015-08-05,7264.677,834210.7958,green,0.0181616925,9.58%,0.0958155675
2015-08-06,1856.238,836067.0338,green,0.004640595,10.05%,0.1004561625
2015-08-07,-5235.76,830831.2738,red,-0.0130894,8.74%,0.0873667625
2015-08-10,3846.08,834677.3538,green,0.0096152,9.70%,0.09698196249999999
2015-08-11,11683.96,846361.3138,green,0.0292099,12.62%,0.1261918625
2015-08-13,13844.05,860205.3638,green,0.034610125,16.08%,0.1608019875
2015-08-14,-2886.38,857318.9838,red,-0.00721595,15.36%,0.1535860375
2015-08-17,-4600.0,852718.9838,red,-0.0115,14.21%,0.14208603749999998
2015-08-18,44178.51,896897.4938,green,0.110446275,25.25%,0.25253231249999997
2015-08-19,14594.18,911491.6738,green,0.03648545,28.90%,0.2890177625
2015-08-20,20233.6,931725.2738,green,0.050584,33.96%,0.3396017625
2015-08-21,-2300.0,929425.2738,red,-0.00575,33.39%,0.3338517625
2015-08-25,14520.18,943945.4538,green,0.03630045,37.02%,0.37015221249999997
2015-08-26,-4600.0,939345.4538,red,-0.0115,35.87%,0.3586522125
2015-08-27,-6900.0,932445.4538,red,-0.01725,34.14%,0.34140221249999997
2015-08-28,-9200.0,923245.4538,red,-0.023,31.84%,0.3184022125
2015-08-31,6759.626,930005.0798,green,0.016899065,33.53%,0.3353012775
2015-09-01,14500.93,944506.0098,green,0.036252325,3.63%,0.036252325
2015-09-02,1694.743,946200.7528,green,0.0042368575,4.05%,0.0404891825
2015-09-03,-6900.0,939300.7528,red,-0.01725,2.32%,0.0232391825
2015-09-04,15679.29,954980.0428,green,0.039198225,6.24%,0.0624374075
2015-09-07,33094.22,988074.2628,green,0.08273555,14.52%,0.1451729575
2015-09-08,-6900.0,981174.2628,red,-0.01725,12.79%,0.1279229575
2015-09-09,-7342.5,973831.7628,red,-0.01835625,10.96%,0.1095667075
2015-09-11,8843.03,982674.7928,green,0.022107575,13.17%,0.13167428250000002
2015-09-14,-4600.0,978074.7928,red,-0.0115,12.02%,0.12017428250000001
2015-09-15,6792.384,984867.1768,green,0.01698096,13.72%,0.1371552425
2015-09-16,-4600.0,980267.1768,red,-0.0115,12.57%,0.12565524250000001
2015-09-18,-6900.0,973367.1768,red,-0.01725,10.84%,0.1084052425
2015-09-21,-6900.0,966467.1768,red,-0.01725,9.12%,0.0911552425
2015-09-22,2041.456,968508.6328,green,0.00510364,9.63%,0.0962588825
2015-09-24,-2601.28,965907.3528,red,-0.0065032,8.98%,0.0897556825
2015-09-28,-6900.0,959007.3528,red,-0.01725,7.25%,0.0725056825
2015-09-30,-3975.32,955032.0328,red,-0.0099383,6.26%,0.0625673825
2015-10-01,3281.715,958313.7478,green,0.0082042875,0.82%,0.0082042875
2015-10-05,-6900.0,951413.7478,red,-0.01725,-0.90%,-0.0090457125
2015-10-06,4084.126,955497.8738,green,0.010210315,0.12%,0.0011646024999999987
2015-10-07,1304.096,956801.9698,green,0.00326024,0.44%,0.004424842499999999
2015-10-08,425.901,957227.8708,green,0.0010647525,0.55%,0.005489594999999999
2015-10-09,12600.1,969827.9708,green,0.03150025,3.70%,0.036989845
2015-10-12,-4600.0,965227.9708,red,-0.0115,2.55%,0.025489845
2015-10-13,-2300.0,962927.9708,red,-0.00575,1.97%,0.019739845
2015-10-15,-4183.46,958744.5108,red,-0.01045865,0.93%,0.009281195
2015-10-16,1026.119,959770.6298,green,0.0025652975,1.18%,0.0118464925
2015-10-19,9216.627,968987.2568,green,0.0230415675,3.49%,0.03488806
2015-10-20,1299.47,970286.7268,green,0.003248675,3.81%,0.038136735
2015-10-21,181.122,970467.8488,green,0.000452805,3.86%,0.03858954
2015-10-23,8148.647,978616.4958,green,0.0203716175,5.90%,0.0589611575
2015-10-26,-4600.0,974016.4958,red,-0.0115,4.75%,0.047461157500000004
2015-10-29,4517.077,978533.5728,green,0.0112926925,5.88%,0.058753849999999996
2015-10-30,-1376.1,977157.4728,red,-0.00344025,5.53%,0.0553136
2015-11-02,-3267.32,973890.1528,red,-0.0081683,-0.82%,-0.0081683
2015-11-03,3021.268,976911.4208,green,0.00755317,-0.06%,-0.0006151300000000002
2015-11-04,12041.37,988952.7908,green,0.030103425,2.95%,0.029488294999999998
2015-11-06,280.8214,989233.6122,green,0.0007020535,3.02%,0.030190348500000002
2015-11-13,-4600.0,984633.6122,red,-0.0115,1.87%,0.018690348500000002
2015-11-16,-2300.0,982333.6122,red,-0.00575,1.29%,0.012940348500000002
2015-11-17,4393.388,986727.0002,green,0.01098347,2.39%,0.023923818500000003
2015-11-19,17877.47,1004604.47,green,0.044693675,6.86%,0.0686174935
2015-11-20,4811.471,1009415.941,green,0.0120286775,8.06%,0.080646171
2015-11-23,-158.171,1009257.77,red,-0.0003954275,8.03%,0.0802507435
2015-11-24,3166.724,1012424.494,green,0.00791681,8.82%,0.0881675535
2015-11-26,-6900.0,1005524.494,red,-0.01725,7.09%,0.07091755350000001
2015-11-27,2521.131,1008045.625,green,0.0063028275,7.72%,0.077220381
2015-12-01,-3300.26,1004745.365,red,-0.00825065,-0.83%,-0.00825065
2015-12-02,-1410.47,1003334.895,red,-0.003526175,-1.18%,-0.011776825
2015-12-03,19814.47,1023149.365,green,0.049536175,3.78%,0.037759350000000004
2015-12-07,-5332.41,1017816.955,red,-0.013331025,2.44%,0.024428325000000004
2015-12-08,-2300.0,1015516.955,red,-0.00575,1.87%,0.018678325000000003
2015-12-09,-2300.0,1013216.955,red,-0.00575,1.29%,0.012928325000000004
2015-12-10,-4600.0,1008616.955,red,-0.0115,0.14%,0.0014283250000000046
2015-12-11,21659.58,1030276.535,green,0.05414895,5.56%,0.05557727500000001
2015-12-14,-3205.56,1027070.975,red,-0.0080139,4.76%,0.04756337500000001
2015-12-15,-483.693,1026587.282,red,-0.0012092325,4.64%,0.04635414250000001
2015-12-16,-616.058,1025971.224,red,-0.001540145,4.48%,0.04481399750000001
2015-12-17,-492.397,1025478.827,red,-0.0012309925,4.36%,0.04358300500000001
2015-12-21,-6900.0,1018578.827,red,-0.01725,2.63%,0.02633300500000001
2015-12-22,-9200.0,1009378.827,red,-0.023,0.33%,0.0033330050000000104
2015-12-23,16902.05,1026280.877,green,0.042255125,4.56%,0.045588130000000004
2015-12-24,18399.86,1044680.737,green,0.04599965,9.16%,0.09158778000000001
2015-12-29,8432.518,1053113.255,green,0.021081295,11.27%,0.11266907500000001
2015-12-30,-2300.0,1050813.255,red,-0.00575,10.69%,0.10691907500000002
2015-12-31,-2300.0,1048513.255,red,-0.00575,10.12%,0.10116907500000001
2016-01-05,-1380.73,398619.27,red,-0.003451825,-0.35%,-0.003451825
2016-01-06,5198.488,403817.758,green,0.01299622,0.95%,0.009544394999999999
2016-01-08,-1349.78,402467.978,red,-0.00337445,0.62%,0.006169944999999999
2016-01-12,-6900.0,395567.978,red,-0.01725,-1.11%,-0.011080055000000002
2016-01-13,-6900.0,388667.978,red,-0.01725,-2.83%,-0.028330055000000003
2016-01-15,63927.82,452595.798,green,0.15981955,13.15%,0.131489495
2016-01-19,-2300.0,450295.798,red,-0.00575,12.57%,0.125739495
2016-01-20,-2300.0,447995.798,red,-0.00575,12.00%,0.11998949500000002
2016-01-21,10101.73,458097.528,green,0.025254325,14.52%,0.14524382000000002
2016-01-22,-3402.54,454694.988,red,-0.00850635,13.67%,0.13673747000000003
2016-01-25,-6900.0,447794.988,red,-0.01725,11.95%,0.11948747000000001
2016-01-27,4420.834,452215.822,green,0.011052085,13.05%,0.130539555
2016-01-29,-9200.0,443015.822,red,-0.023,10.75%,0.10753955500000001
2016-02-01,18316.06,461331.882,green,0.04579015,4.58%,0.04579015
2016-02-02,48585.36,509917.242,green,0.1214634,16.73%,0.16725355
2016-02-04,37801.11,547718.352,green,0.094502775,26.18%,0.261756325
2016-02-05,-494.617,547223.735,red,-0.0012365425,26.05%,0.2605197825
2016-02-08,5907.389,553131.124,green,0.0147684725,27.53%,0.275288255
2016-02-10,24447.04,577578.164,green,0.0611176,33.64%,0.336405855
2016-02-11,1987.508,579565.672,green,0.00496877,34.14%,0.341374625
2016-02-12,-4600.0,574965.672,red,-0.0115,32.99%,0.329874625
2016-02-15,-2671.03,572294.642,red,-0.006677575,32.32%,0.32319705
2016-02-16,9852.315,582146.957,green,0.0246307875,34.78%,0.3478278375
2016-02-17,-4600.0,577546.957,red,-0.0115,33.63%,0.3363278375
2016-02-18,-6900.0,570646.957,red,-0.01725,31.91%,0.3190778375
2016-02-22,8180.834,578827.791,green,0.020452085,33.95%,0.3395299225
2016-02-23,9473.281,588301.072,green,0.0236832025,36.32%,0.363213125
2016-02-25,30909.86,619210.932,green,0.07727465,44.05%,0.440487775
2016-02-26,-1744.0,617466.932,red,-0.00436,43.61%,0.436127775
2016-02-29,11339.96,628806.892,green,0.0283499,46.45%,0.464477675
2016-03-01,-4600.0,624206.892,red,-0.0115,-1.15%,-0.0115
2016-03-02,-6900.0,617306.892,red,-0.01725,-2.88%,-0.02875
2016-03-03,-6900.0,610406.892,red,-0.01725,-4.60%,-0.046
2016-03-04,-4600.0,605806.892,red,-0.0115,-5.75%,-0.0575
2016-03-08,3971.183,609778.075,green,0.0099279575,-4.76%,-0.0475720425
2016-03-10,21417.81,631195.885,green,0.053544525,0.60%,0.005972482500000001
2016-03-11,4829.23,636025.115,green,0.012073075,1.80%,0.018045557500000003
2016-03-14,-1299.44,634725.675,red,-0.0032486,1.48%,0.014796957500000003
2016-03-16,3149.459,637875.134,green,0.0078736475,2.27%,0.022670605000000003
2016-03-17,10816.71,648691.844,green,0.027041775,4.97%,0.04971238
2016-03-18,-8129.17,640562.674,red,-0.020322925,2.94%,0.029389455000000005
2016-03-21,-6940.02,633622.654,red,-0.01735005,1.20%,0.012039405000000006
2016-03-22,-1038.45,632584.204,red,-0.002596125,0.94%,0.009443280000000007
2016-03-23,-827.635,631756.569,red,-0.0020690875,0.74%,0.007374192500000007
2016-03-28,9889.792,641646.361,green,0.02472448,3.21%,0.03209867250000001
2016-03-29,-2300.0,639346.361,red,-0.00575,2.63%,0.02634867250000001
2016-03-30,-9200.0,630146.361,red,-0.023,0.33%,0.0033486725000000106
2016-03-31,-2072.88,628073.481,red,-0.0051822,-0.18%,-0.001833527499999989
2016-04-04,2033.629,630107.11,green,0.0050840725,0.51%,0.0050840725
2016-04-05,11655.64,641762.75,green,0.0291391,3.42%,0.0342231725
2016-04-06,-6900.0,634862.75,red,-0.01725,1.70%,0.0169731725
2016-04-07,45702.91,680565.66,green,0.114257275,13.12%,0.1312304475
2016-04-11,2625.845,683191.505,green,0.0065646125,13.78%,0.13779506
2016-04-12,-3505.46,679686.045,red,-0.00876365,12.90%,0.12903141
2016-04-13,-61.5095,679624.5355,red,-0.00015377375,12.89%,0.12887763625
2016-04-18,-2894.36,676730.1755,red,-0.0072359,12.16%,0.12164173625
2016-04-20,-4600.0,672130.1755,red,-0.0115,11.01%,0.11014173625
2016-04-21,8332.672,680462.8475,green,0.02083168,13.10%,0.13097341625
2016-04-22,-6900.0,673562.8475,red,-0.01725,11.37%,0.11372341625
2016-04-25,6966.342,680529.1895,green,0.017415855,13.11%,0.13113927125
2016-04-27,-4600.0,675929.1895,red,-0.0115,11.96%,0.11963927125
2016-04-28,6835.096,682764.2855,green,0.01708774,13.67%,0.13672701125
2016-04-29,-294.732,682469.5535,red,-0.00073683,13.60%,0.13599018125
2016-05-02,-1585.72,680883.8335,red,-0.0039643,-0.40%,-0.0039643
2016-05-03,-9200.0,671683.8335,red,-0.023,-2.70%,-0.0269643
2016-05-05,3583.617,675267.4505,green,0.0089590425,-1.80%,-0.0180052575
2016-05-09,4057.242,679324.6925,green,0.010143105,-0.79%,-0.0078621525
2016-05-10,-4600.0,674724.6925,red,-0.0115,-1.94%,-0.0193621525
2016-05-12,-698.241,674026.4515,red,-0.0017456025,-2.11%,-0.021107755
2016-05-13,-3049.9,670976.5515,red,-0.00762475,-2.87%,-0.028732505
2016-05-16,-6900.0,664076.5515,red,-0.01725,-4.60%,-0.045982505
2016-05-17,98.20459,664174.7561,green,0.000245511475,-4.57%,-0.045736993525
2016-05-18,6095.35,670270.1061,green,0.015238375,-3.05%,-0.030498618525
2016-05-19,-2300.0,667970.1061,red,-0.00575,-3.62%,-0.036248618525
2016-05-20,3658.16,671628.2661,green,0.0091454,-2.71%,-0.027103218525
2016-05-23,24613.81,696242.0761,green,0.061534525,3.44%,0.034431306475
2016-05-24,-4600.0,691642.0761,red,-0.0115,2.29%,0.022931306475
2016-05-25,-6900.0,684742.0761,red,-0.01725,0.57%,0.005681306474999998
2016-05-26,-3400.04,681342.0361,red,-0.0085001,-0.28%,-0.002818793525000002
2016-05-27,2853.927,684195.9631,green,0.0071348175,0.43%,0.004316023974999998
2016-05-30,1375.629,685571.5921,green,0.0034390725,0.78%,0.007755096474999997
2016-05-31,4806.062,690377.6541,green,0.012015155,1.98%,0.019770251474999997
2016-06-01,6497.139,696874.7931,green,0.0162428475,1.62%,0.0162428475
2016-06-02,-4600.0,692274.7931,red,-0.0115,0.47%,0.004742847500000001
2016-06-03,-746.011,691528.7821,red,-0.0018650275,0.29%,0.0028778200000000014
2016-06-06,-6900.0,684628.7821,red,-0.01725,-1.44%,-0.01437218
2016-06-07,-6900.0,677728.7821,red,-0.01725,-3.16%,-0.03162218
2016-06-08,625.2162,678353.9983,green,0.0015630405,-3.01%,-0.0300591395
2016-06-09,12105.03,690459.0283,green,0.030262575,0.02%,0.00020343550000000155
2016-06-10,-4600.0,685859.0283,red,-0.0115,-1.13%,-0.011296564499999998
2016-06-14,-9200.0,676659.0283,red,-0.023,-3.43%,-0.0342965645
2016-06-15,7794.627,684453.6553,green,0.0194865675,-1.48%,-0.014809996999999998
2016-06-17,-4600.0,679853.6553,red,-0.0115,-2.63%,-0.026309996999999998
2016-06-21,6068.146,685921.8013,green,0.015170365,-1.11%,-0.011139631999999998
2016-06-22,17551.18,703472.9813,green,0.04387795,3.27%,0.032738318
2016-06-23,16476.54,719949.5213,green,0.04119135,7.39%,0.073929668
2016-06-27,496.0191,720445.5404,green,0.00124004775,7.52%,0.07516971575
2016-06-28,13781.29,734226.8304,green,0.034453225,10.96%,0.10962294075000001
2016-06-29,-6522.35,727704.4804,red,-0.016305875,9.33%,0.09331706575
2016-06-30,2927.362,730631.8424,green,0.007318405,10.06%,0.10063547075
2016-07-01,-2896.8,727735.0424,red,-0.007242,-0.72%,-0.007242
2016-07-04,22276.11,750011.1524,green,0.055690275,4.84%,0.048448275
2016-07-05,21911.33,771922.4824,green,0.054778325,10.32%,0.1032266
2016-07-07,25539.49,797461.9724,green,0.063848725,16.71%,0.167075325
2016-07-08,3532.418,800994.3904,green,0.008831045,17.59%,0.17590637
2016-07-11,-2679.86,798314.5304,red,-0.00669965,16.92%,0.16920672
2016-07-12,-2499.67,795814.8604,red,-0.006249175,16.30%,0.162957545
2016-07-13,9363.46,805178.3204,green,0.02340865,18.64%,0.18636619499999998
2016-07-14,4709.984,809888.3044,green,0.01177496,19.81%,0.19814115499999999
2016-07-15,17538.05,827426.3544,green,0.043845125,24.20%,0.24198628
2016-07-18,1162.547,828588.9014,green,0.0029063675,24.49%,0.2448926475
2016-07-19,-3822.38,824766.5214,red,-0.00955595,23.53%,0.2353366975
2016-07-20,-4600.0,820166.5214,red,-0.0115,22.38%,0.2238366975
2016-07-21,5697.649,825864.1704,green,0.0142441225,23.81%,0.23808082
2016-07-22,21540.79,847404.9604,green,0.053851975,29.19%,0.291932795
2016-07-25,-2087.96,845317.0004,red,-0.0052199,28.67%,0.28671289499999997
2016-07-26,-6900.0,838417.0004,red,-0.01725,26.95%,0.269462895
2016-07-27,25845.53,864262.5304,green,0.064613825,33.41%,0.33407672
2016-07-28,17160.09,881422.6204,green,0.042900225,37.70%,0.376976945
2016-07-29,5873.092,887295.7124,green,0.01468273,39.17%,0.391659675
2016-08-01,16965.39,904261.1024,green,0.042413475,4.24%,0.042413475
2016-08-02,28730.8,932991.9024,green,0.071827,11.42%,0.11424047500000001
2016-08-03,-2300.0,930691.9024,red,-0.00575,10.85%,0.108490475
2016-08-04,-1388.52,929303.3824,red,-0.0034713,10.50%,0.105019175
2016-08-05,-6900.0,922403.3824,red,-0.01725,8.78%,0.087769175
2016-08-08,1211.161,923614.5434,green,0.0030279025,9.08%,0.0907970775
2016-08-09,1630.251,925244.7944,green,0.0040756275,9.49%,0.094872705
2016-08-10,4526.965,929771.7594,green,0.0113174125,10.62%,0.1061901175
2016-08-11,-2300.0,927471.7594,red,-0.00575,10.04%,0.10044011750000001
2016-08-16,-6900.0,920571.7594,red,-0.01725,8.32%,0.08319011750000001
2016-08-17,-6900.0,913671.7594,red,-0.01725,6.59%,0.0659401175
2016-08-19,-6900.0,906771.7594,red,-0.01725,4.87%,0.048690117500000005
2016-08-23,5608.374,912380.1334,green,0.014020935,6.27%,0.0627110525
2016-08-24,-6900.0,905480.1334,red,-0.01725,4.55%,0.0454610525
2016-08-25,19264.57,924744.7034,green,0.048161425,9.36%,0.0936224775
2016-08-26,-795.568,923949.1354,red,-0.00198892,9.16%,0.0916335575
2016-08-29,-9200.0,914749.1354,red,-0.023,6.86%,0.0686335575
2016-08-30,-5483.28,909265.8554,red,-0.0137082,5.49%,0.05492535750000001
2016-08-31,21208.2,930474.0554,green,0.0530205,10.79%,0.1079458575
2016-09-01,-1600.8,928873.2554,red,-0.004002,-0.40%,-0.004002
2016-09-02,2354.632,931227.8874,green,0.00588658,0.19%,0.0018845799999999994
2016-09-06,7353.095,938580.9824,green,0.0183827375,2.03%,0.0202673175
2016-09-07,19343.8,957924.7824,green,0.0483595,6.86%,0.06862681749999999
2016-09-08,11569.91,969494.6924,green,0.028924775,9.76%,0.0975515925
2016-09-09,2436.837,971931.5294,green,0.0060920925,10.36%,0.103643685
2016-09-14,-6900.0,965031.5294,red,-0.01725,8.64%,0.086393685
2016-09-15,-2300.0,962731.5294,red,-0.00575,8.06%,0.08064368499999999
2016-09-16,24376.9,987108.4294,green,0.06094225,14.16%,0.141585935
2016-09-19,1434.805,988543.2344,green,0.0035870125,14.52%,0.1451729475
2016-09-20,2825.321,991368.5554,green,0.0070633025,15.22%,0.15223625000000002
2016-09-21,12716.28,1004084.835,green,0.0317907,18.40%,0.18402695
2016-09-22,-6462.98,997621.8554,red,-0.01615745,16.79%,0.1678695
2016-09-23,-4600.0,993021.8554,red,-0.0115,15.64%,0.1563695
2016-09-26,1052.777,994074.6324,green,0.0026319425,15.90%,0.1590014425
2016-09-27,6214.471,1000289.103,green,0.0155361775,17.45%,0.17453762
2016-09-28,1700.16,1001989.263,green,0.0042504,17.88%,0.17878802
